ID,BillingType,Status,Category,DateAdd,LastOnline,MrrTotal,Quantity,ServicesStart Date,ServicesEnd Date,ServicesStatus,ServiceName,Price,Locations
12333,recurring,disabled,person,2021-12-17,,0,1,2021-07-01,2022-09-28,disabled,FTTH 15,26000,Uni - Thingangyun
12334,recurring,disabled,person,2021-12-17,,0,1,2021-07-01,2021-07-14,hidden,FTTH 15,26000,Uni - Mayangone
12335,recurring,blocked,person,2021-12-17,2022-11-11T00:48:21,26000,1,2021-07-01,,hidden,FTTH 15,26000,MIH - Insein
12337,recurring,active,person,2021-12-18,2022-11-11T00:49:53,26000,1,2021-07-01,2021-08-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12338,recurring,blocked,person,2021-12-18,2022-11-11T00:49:35,26000,1,2021-04-27,,hidden,FTTH 20,26000,PYAY-CITY-FTTH
12339,recurring,blocked,person,2021-12-20,2022-11-11T00:47:25,26000,1,2021-04-27,,hidden,FTTH 15,26000,Uni - Hlaing
12340,recurring,disabled,person,2022-02-18,,0,1,2021-07-01,2021-09-30,disabled,FTTH 15,26000,Uni - Mayangone
12342,recurring,disabled,person,2021-12-18,2022-11-06T09:02:46,0,1,2021-04-27,,hidden,FTTH 15,26000,MIH - Thar Kay Ta
12344,recurring,active,person,2021-12-20,2022-11-11T00:49:40,26000,1,2021-05-04,2021-08-05,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
12345,recurring,disabled,person,2021-12-18,,0,1,2021-04-27,,stopped,LK-BI-Global-50,3250,Uni - Mayangone
12347,recurring,disabled,person,2021-12-18,2022-09-30T15:55:07,0,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12353,recurring,blocked,person,2021-12-18,2022-11-11T00:48:56,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Aung Myay Thar San
12354,recurring,active,person,2021-12-21,2022-11-10T16:01:53,26000,1,2022-01-01,2022-08-31,disabled,FTTH 20,26000,PYAY-CITY-FTTH
12356,recurring,active,person,2021-12-18,2022-11-10T15:36:37,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
12357,recurring,disabled,person,2021-12-18,,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Thingangyun
12358,recurring,disabled,person,2021-12-21,,0,1,2021-07-01,2021-10-31,disabled,FTTH 15,26000,APN - Dagonseikkan
12359,recurring,blocked,person,2021-12-21,2022-11-11T00:47:27,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - South Oakkala
12364,recurring,active,person,2021-12-20,2022-11-11T00:43:25,22285.7142,1,2021-08-01,2022-06-10,hidden,FTTH 15,26000,MIH - Latha
12365,recurring,disabled,person,2021-12-19,2022-03-20T18:23:53,0,1,2021-07-01,,active,FTTH 15,26000,LAOKAI-FTTH
12366,recurring,active,person,2021-12-19,2022-11-11T00:49:52,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12367,recurring,active,person,2021-12-19,2022-11-11T00:49:42,26000,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12368,recurring,blocked,person,2021-12-19,2022-11-10T21:59:10,26000,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12369,recurring,active,person,2021-12-19,2022-11-11T00:49:40,26000,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12371,recurring,active,person,2021-12-19,2022-11-11T00:42:21,26000,1,2021-07-01,,hidden,FTTH 15,26000,Uni - Thingangyun
12372,recurring,active,person,2021-12-19,2022-11-11T00:49:41,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12373,recurring,active,person,2021-12-19,2022-11-11T00:49:37,26000,1,2021-07-01,,stopped,FTTH 15,26000,PYAY-CITY-FTTH
12375,recurring,active,person,2021-12-21,2022-11-11T00:42:15,26000,1,2021-08-01,2021-12-31,disabled,FTTH 15,26000,Uni - Mayangone
12379,recurring,blocked,person,2021-12-20,2022-11-11T00:49:38,26000,1,2021-07-01,2021-10-29,disabled,FTTH 15,26000,PYAY-CITY-FTTH
12380,recurring,active,person,2021-12-20,2022-11-11T00:45:56,36000,1,2021-07-01,,hidden,FTTH 20,26000,APN - Star Villa
12381,recurring,active,person,2021-12-20,2022-11-11T00:45:56,36000,1,2021-07-01,2021-12-12,hidden,FTTH 15,26000,APN - Golden City
12384,recurring,active,person,2021-12-20,2022-11-10T17:38:21,13000,1,2021-07-01,,hidden,FTTH 25,42000,MDY - APN - Chan Aye Thar San
12386,recurring,active,person,2021-12-20,2022-11-11T00:49:42,26000,1,2021-07-01,2021-08-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12387,recurring,active,person,2021-12-20,2022-11-11T00:42:23,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Hlaing
12388,recurring,blocked,person,2021-12-20,2022-11-10T23:44:14,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12389,recurring,blocked,person,2021-12-20,2022-01-10T15:49:49,0,1,2021-07-01,,active,FTTH 25,42000,APN - Samanea
12391,recurring,disabled,person,2021-12-20,,0,1,2021-07-01,,hidden,FTTH 15,26000,Uni - Hlaing
12392,recurring,active,person,2021-12-20,2022-11-11T00:49:35,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12393,recurring,active,person,2021-12-20,2022-11-11T00:45:56,22285.7142,1,2021-07-01,,hidden,FTTH 30,42000,APN - Golden City
12394,recurring,disabled,person,2021-12-20,2022-07-07T13:15:01,0,1,2021-04-29,2021-06-03,disabled,LK-BI-Global-50,3250,PYAY-CITY-FTTH
12397,recurring,active,person,2021-12-20,2022-11-09T18:05:16,42000,1,2021-07-01,,active,FTTH 15,26000,APN - Shwe Ohn Pin (1)
12398,recurring,blocked,person,2021-12-21,2022-11-11T00:47:25,26000,1,2021-07-01,,hidden,FTTH 15,26000,Uni - Thingangyun
12399,recurring,active,person,2021-12-20,2022-11-11T00:43:28,119000,1,2021-07-01,,hidden,FTTH 15,26000,MIH - Thingangyun
12400,recurring,active,person,2021-12-20,2022-11-10T17:57:35,36000,1,2021-07-01,2021-12-31,disabled,FTTH 15,26000,MIH - Hlaing
12404,recurring,disabled,person,2021-12-22,2022-10-22T17:20:37,0,1,2021-08-01,2021-12-31,disabled,FTTH 15,26000,Uni - Kyauktada
12406,recurring,disabled,person,2021-12-21,,0,1,2021-07-01,2021-09-30,hidden,FTTH 15,26000,Uni - South Oakkala
12407,recurring,active,person,2021-12-21,2022-11-10T20:02:27,26000,1,2021-04-29,2021-07-28,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
12408,recurring,active,person,2021-12-21,2022-11-11T00:49:52,26000,1,2021-04-29,2021-07-28,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
12409,recurring,active,person,2021-12-21,2022-11-10T16:29:53,214285.714,1,2021-07-01,,active,FTTH 15,26000,APN - The Leaf
12410,recurring,active,person,2021-12-21,2022-11-11T00:43:30,26000,1,2021-04-30,2021-07-30,disabled,LK-BI-Global-100,5500,MIH - Tamwe
12411,recurring,active,person,2021-12-21,2022-11-11T00:42:17,26000,1,2021-04-30,2021-07-29,disabled,LK-BI-HK-100,18000,Uni - Mayangone
12412,recurring,active,person,2021-12-21,2022-11-10T23:23:59,26000,1,2021-04-30,2021-07-29,disabled,LK-BI-Global-50,3250,PYAY-CITY-FTTH
12413,recurring,disabled,person,2021-12-21,2022-03-25T17:45:57,0,1,2021-04-30,,stopped,LK-BI-Global-50,3250,LAOKAI-FTTH
12414,recurring,active,person,2021-12-22,2022-11-11T00:42:17,26000,1,2021-04-30,,hidden,FTTH 100,119000,Uni - Dagonseikkan
12415,recurring,blocked,person,2021-12-21,2022-11-11T00:49:35,26000,1,2021-04-30,2021-07-29,disabled,LK-BI-HK-100,18000,PYAY-CITY-FTTH
12417,recurring,active,person,2021-12-21,2022-11-11T00:42:15,42000,1,2021-04-30,2021-07-29,disabled,LK-BI-Global-100,5500,APN - AYCT
12418,recurring,active,person,2021-12-21,2022-11-11T00:42:19,22285.7142,1,2021-04-30,2021-07-29,disabled,LK-BI-Global-50,3250,APN - Dagonseikkan
12419,recurring,active,person,2021-12-21,2022-11-11T00:43:22,26000,1,2021-10-01,2022-05-31,disabled,FTTH 30,42000,MIH - Bahan
12421,recurring,active,person,2021-12-21,2022-11-10T21:41:54,26000,1,2021-05-01,,stopped,LK-BI-Global-20,1500,MDY - APN - Chan Aye Thar San
12423,recurring,disabled,person,2021-12-21,2022-06-11T07:39:09,0,1,2021-05-01,2021-08-03,disabled,LK-BI-Global-100,5500,Uni - Mayangone
12425,recurring,active,person,2021-12-21,2022-11-11T00:42:15,26000,1,2021-05-01,,hidden,FTTH 60,75000,Uni - Mayangone
12426,recurring,active,person,2021-12-21,2022-11-10T17:27:03,15599.9999,1,2021-05-02,2021-08-03,disabled,LK-BI-Global-100,5500,MDY - APN - Pyi Gyi Ta Gon
12427,recurring,blocked,person,2021-12-21,2022-11-11T00:49:57,26000,1,2021-05-01,,stopped,LK-BI-Global-100,5500,PYAY-CITY-FTTH
12429,recurring,active,person,2021-12-22,2022-11-11T00:49:42,20800,1,2021-05-02,2021-08-01,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
12430,recurring,active,person,2021-12-22,2022-11-11T00:45:55,36000,1,2021-05-02,2021-08-01,disabled,LK-BI-Global-100,5500,APN - Golden City
12431,recurring,active,person,2021-12-21,2022-11-11T00:42:19,26000,1,2021-05-02,2021-08-03,disabled,LK-BI-Global-100,5500,APN - Dagonseikkan
12432,recurring,disabled,person,2021-12-21,2022-04-03T08:59:08,0,1,2021-05-02,2021-08-03,disabled,LK-BI-Global-100,5500,Uni - Bahan
12433,recurring,disabled,person,2021-12-22,,0,1,2021-05-02,2021-08-03,disabled,LK-BI-Global-100,5500,Uni - Thingangyun
12434,recurring,disabled,person,2021-12-22,2022-08-24T18:29:25,0,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12436,recurring,active,person,2021-12-22,2022-11-11T00:49:52,26000,1,2021-05-02,2021-08-03,disabled,LK-BI-Global-200,8000,PYAY-CITY-FTTH
12437,recurring,active,person,2021-12-22,2022-11-11T00:45:57,26000,1,2021-07-01,2021-09-30,disabled,FTTH 20,26000,APN - Golden City
12438,recurring,active,person,2021-12-22,2022-11-10T20:02:11,26000,1,2021-07-01,,hidden,FTTH 20,26000,MDY - APN - Chan Aye Thar San
12439,recurring,active,person,2021-12-22,2022-11-11T00:45:56,26000,1,2021-07-01,2021-09-30,hidden,FTTH 15,26000,APN - Yan Nyein
12440,recurring,blocked,person,2021-12-22,2022-11-11T00:49:41,26000,1,2021-08-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12442,recurring,blocked,person,2021-12-22,2022-05-24T22:52:11,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12443,recurring,disabled,person,2021-12-22,2022-02-09T11:08:04,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12444,recurring,active,person,2021-12-22,2022-11-11T00:42:20,26000,1,2021-07-01,2021-11-30,disabled,FTTH 20,26000,APN - Dagonseikkan
12446,recurring,blocked,person,2021-12-22,2022-11-11T00:49:52,26000,1,2021-07-01,2022-04-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12447,recurring,active,person,2021-12-21,2022-06-15T16:02:12,0,1,2021-07-01,2021-09-30,disabled,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
12448,recurring,active,person,2021-12-22,,0,1,2021-07-01,,active,FTTH 15,26000,YGN-DIA
12449,recurring,active,person,2021-12-22,2022-11-11T00:43:29,26000,1,2021-07-01,,active,FTTH 15,26000,MIH - Thar Kay Ta
12454,recurring,active,person,2021-12-22,2022-11-07T16:29:48,22285.7142,1,2021-08-16,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
12455,recurring,active,person,2021-12-22,2022-11-11T00:42:18,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Bahan
12456,recurring,active,person,2021-12-28,2022-11-10T18:57:35,26000,1,2021-05-03,,hidden,FTTH 15,26000,MIH - Yankin
12457,recurring,blocked,person,2021-12-28,2022-11-11T00:47:26,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Kyimyintdaing
12458,recurring,active,person,2021-12-23,2022-11-10T23:03:04,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12459,recurring,disabled,person,2021-12-23,2022-03-10T21:36:07,0,1,2021-08-03,,active,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
12461,recurring,blocked,person,2021-12-23,2022-11-10T20:02:24,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12463,recurring,disabled,person,2021-12-23,,0,1,2021-05-03,,hidden,FTTH 15,26000,Uni - South Oakkala
12464,recurring,active,person,2021-12-23,2022-11-10T16:20:16,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
12465,recurring,active,person,2021-12-23,2022-11-11T00:42:26,26000,1,2021-05-03,2021-06-04,hidden,FTTH 20,26000,Uni - Thingangyun
12467,recurring,active,person,2021-12-23,2022-11-11T00:45:57,22285.7142,1,2021-05-03,,hidden,FTTH 15,26000,APN - Golden City
12468,recurring,active,person,2021-12-23,2022-11-10T12:34:16,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
12469,recurring,active,person,2021-12-23,2022-11-11T00:45:57,75000,1,2021-06-01,2021-06-30,hidden,FTTH 15,26000,APN - Golden City
12470,recurring,active,person,2021-12-23,2022-11-10T20:46:48,13000,1,2021-07-01,2021-11-30,disabled,FTTH 15,26000,MDY - APN - Aung Myay Thar San
12471,recurring,active,person,2021-12-23,2022-11-11T00:49:52,26000,1,2021-07-01,2022-01-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
12472,recurring,active,person,2021-12-23,2022-11-11T00:45:56,42000,1,2021-07-01,,active,FTTH 15,26000,APN - Golden City
12474,recurring,disabled,person,2021-12-27,,0,1,2021-07-01,2021-08-31,disabled,FTTH 15,26000,MIH - Thingangyun
12478,recurring,blocked,person,2021-12-24,2022-11-11T00:45:57,42000,1,2021-07-01,,active,FTTH 15,26000,APN - Pearl 
12479,recurring,blocked,person,2021-12-24,2022-02-11T00:52:48,0,1,2021-07-01,2021-07-16,hidden,FTTH 15,26000,Uni - Bahan
12482,recurring,blocked,person,2021-12-25,2022-11-11T00:49:09,26000,1,2021-07-01,,hidden,FTTH 15,26000,MDY - APN - Mahar Aung Myay
12484,recurring,disabled,person,2021-12-25,,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Hlaing
12486,recurring,blocked,person,2021-12-25,2022-11-11T00:47:27,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Kyimyintdaing
12488,recurring,disabled,person,2021-12-27,2022-06-15T04:28:56,0,1,2021-07-01,,hidden,FTTH 15,26000,MIH - Thar Kay Ta
12489,recurring,active,person,2021-12-28,2022-11-11T00:42:17,26000,1,2021-07-01,2021-07-31,disabled,FTTH 15,26000,Uni - Mayangone
12492,recurring,disabled,person,2021-12-26,,0,1,2021-07-01,2021-08-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12493,recurring,blocked,person,2021-12-28,2022-10-25T13:40:22,22285.7142,1,2021-07-01,2021-08-31,disabled,FTTH 15,26000,Uni - Mayangone
12494,recurring,blocked,person,2021-12-27,2022-11-03T13:34:37,26000,1,2021-07-01,2021-10-31,hidden,FTTH 20,26000,MDY - APN - Pyi Gyi Ta Gon
12495,recurring,active,person,2021-12-27,2022-11-11T00:49:38,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12498,recurring,active,person,2021-12-27,2022-11-11T00:49:33,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12499,recurring,active,person,2021-12-27,2022-11-10T20:28:26,26000,1,2021-08-01,2022-10-31,disabled,FTTH 15,26000,MDY - APN - Chan Aye Thar San
12501,recurring,active,person,2021-12-27,2022-11-11T00:49:42,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12502,recurring,disabled,person,2021-12-27,2022-10-22T08:36:32,0,1,2021-07-01,,active,FTTH 15,26000,APN - Golden City
12503,recurring,active,person,2021-12-27,2022-11-11T00:49:58,26000,1,2021-06-01,2021-06-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12504,recurring,active,person,2021-12-27,2022-11-11T00:49:37,26000,1,2021-07-01,,active,FTTH 20,26000,PYAY-CITY-FTTH
12505,recurring,active,person,2021-12-27,2022-11-10T23:49:16,22285.7142,1,2021-08-01,2022-02-10,hidden,FTTH 25,42000,APN - Golden City
12508,recurring,active,person,2021-12-29,2022-11-11T00:42:25,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Tamwe
12510,recurring,active,person,2021-12-27,2022-11-11T00:49:48,22285.7142,1,2021-09-01,2021-09-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12512,recurring,active,person,2021-12-22,2022-11-11T00:42:24,22285.7142,1,2021-08-01,2022-02-28,disabled,FTTH 15,26000,APN - AYCT
12513,recurring,active,person,2021-12-27,2022-11-10T15:36:44,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
12514,recurring,active,person,2021-12-27,2022-11-10T15:18:35,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Aung Myay Thar San
12515,recurring,disabled,person,2021-12-22,,0,1,2021-07-01,2021-12-31,disabled,FTTH 15,26000,Uni - Sanchaung
12516,recurring,active,person,2021-12-27,2022-11-11T00:49:42,26000,1,2021-08-24,2021-09-30,hidden,FTTH 20,26000,PYAY-CITY-FTTH
12517,recurring,blocked,person,2021-12-22,2022-11-11T00:47:26,22285.7142,1,2021-08-01,2021-08-31,disabled,FTTH 15,26000,Uni - Thingangyun
12518,recurring,disabled,person,2021-12-27,2022-03-23T04:20:28,0,1,2021-07-01,2021-08-31,hidden,FTTH 15,26000,LAOKAI-FTTH
12519,recurring,active,person,2021-12-27,2022-11-11T00:34:53,26000,1,2021-07-01,2021-11-20,hidden,FTTH 15,26000,MDY - APN - Mahar Aung Myay
12520,recurring,disabled,person,2021-12-22,,0,1,2021-08-01,,active,FTTH 15,26000,Uni - Thingangyun
12521,recurring,disabled,person,2021-12-27,2022-05-30T17:29:01,0,1,2021-07-01,2022-07-10,hidden,FTTH 15,26000,APN - Shwe Ohn Pin (2)
12523,recurring,blocked,person,2021-12-27,2022-11-11T00:48:33,26000,1,2021-08-01,2021-09-30,disabled,FTTH 15,26000,MIH - Insein
12524,recurring,active,person,2021-12-29,2022-11-11T00:42:26,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Thingangyun
12525,recurring,active,person,2021-12-27,2022-11-11T00:43:23,22285.7142,1,2021-08-01,,active,FTTH 15,26000,MIH - Time Square
12527,recurring,active,person,2021-12-27,2022-11-11T00:45:15,42000,1,2021-07-01,,active,FTTH 15,26000,APN - Diamond
12528,recurring,active,person,2021-12-28,2022-11-11T00:49:38,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12529,recurring,disabled,person,2021-12-28,2022-04-10T10:01:31,0,1,2021-05-03,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12530,recurring,disabled,person,2022-01-31,,0,1,2021-07-01,,active,FTTH 15,26000,Uni - South Oakkala
12531,recurring,active,person,2021-12-28,2022-11-11T00:49:57,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12532,recurring,active,person,2021-12-29,2022-11-11T00:43:30,22285.7142,1,2021-07-01,2021-11-30,disabled,FTTH 15,26000,MIH - South Oakkala
12533,recurring,active,person,2021-12-28,2022-11-11T00:45:56,42000,1,2021-07-01,,hidden,FTTH 15,26000,APN - Golden City
12534,recurring,disabled,person,2021-12-28,,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Kamayut
12535,recurring,active,person,2021-12-28,2022-11-11T00:49:37,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12537,recurring,blocked,person,2021-12-28,2022-05-30T21:44:15,0,1,2021-06-01,2021-06-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12538,recurring,active,person,2021-12-28,2022-11-11T00:49:40,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12540,recurring,active,person,2021-12-28,2022-11-11T00:45:56,22285.7142,1,2021-07-01,,active,FTTH 15,26000,APN - Yan Nyein
12541,recurring,disabled,person,2021-12-29,,0,1,2021-05-03,,hidden,FTTH 20,26000,MIH - North Oakkala
12542,recurring,active,person,2021-12-28,2022-11-11T00:49:34,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12543,recurring,active,person,2021-12-28,2022-11-10T20:04:15,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
12544,recurring,disabled,person,2021-12-28,2022-10-10T11:47:28,0,1,2021-07-01,,active,FTTH 15,26000,APN - Pearl 
12545,recurring,disabled,person,2021-12-28,,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Thingangyun
12546,recurring,active,person,2021-12-28,2022-11-11T00:45:56,20800,1,2021-07-01,,active,FTTH 20,26000,APN - Golden City
12548,recurring,active,person,2021-12-28,2022-11-11T00:43:24,26000,1,2021-07-01,,active,FTTH 15,26000,MIH - Kamayut
12549,recurring,active,person,2021-12-28,2022-11-10T17:27:22,26000,1,2021-07-01,,hidden,FTTH 15,26000,MDY - APN - Pyi Gyi Ta Gon
12550,recurring,disabled,person,2021-12-29,2022-09-16T11:02:07,0,1,2021-07-01,,active,FTTH 15,26000,APN - Golden City
12552,recurring,active,person,2021-12-28,2022-11-11T00:42:16,26000,1,2020-02-16,2021-12-31,hidden,FTTH 15,26000,Uni - Hlaing
12554,recurring,active,person,2021-12-30,2022-11-11T00:42:24,42000,1,2021-07-01,,active,FTTH 15,26000,Uni - Thar Kay Ta
12558,recurring,active,person,2021-12-29,2022-11-11T00:49:52,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12561,recurring,active,person,2021-12-29,2022-11-11T00:49:41,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12562,recurring,active,person,2021-12-29,2022-11-11T00:42:16,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - South Oakkala
12563,recurring,active,person,2021-12-29,2022-11-11T00:43:27,22285.7142,1,2021-07-01,,active,FTTH 15,26000,MIH - Latha
12564,recurring,disabled,person,2021-12-29,2022-05-30T23:58:45,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12565,recurring,active,person,2021-12-29,2022-11-10T22:43:49,26000,1,2021-07-01,2022-05-31,hidden,FTTH 15,26000,MDY - APN - Chan Mya Thar Si
12566,recurring,blocked,person,2021-12-29,2022-06-29T10:07:28,0,1,2021-07-01,2021-11-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
12567,recurring,disabled,person,2021-12-29,,0,1,2021-07-01,,active,FTTH 15,26000,APN - Dagonseikkan
12568,recurring,active,person,2021-12-29,2022-11-11T00:43:28,22285.7142,1,2021-07-01,,active,FTTH 15,26000,MIH - Time Square
12569,recurring,disabled,person,2021-12-29,,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Kamayut
12571,recurring,active,person,2021-12-29,2022-11-11T00:49:39,26000,1,2021-07-01,2022-04-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
12572,recurring,active,person,2022-01-05,2022-11-11T00:49:33,26000,1,2021-07-01,2022-03-10,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12573,recurring,active,person,2021-12-29,2022-11-10T21:39:55,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12575,recurring,disabled,person,2021-12-29,2022-09-16T00:00:10,0,1,2021-07-01,,active,FTTH 15,26000,Uni - South Oakkala
12577,recurring,active,person,2021-12-29,2022-11-11T00:42:20,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - South Oakkala
12579,recurring,disabled,person,2022-01-05,2022-05-05T05:26:18,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Mayangone
12580,recurring,active,person,2021-12-30,2022-11-11T00:45:56,22285.7142,1,2021-07-01,2021-10-21,hidden,FTTH 15,26000,APN - Pearl 
12581,recurring,blocked,person,2021-12-30,2022-06-21T16:39:51,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Insein
12582,recurring,disabled,person,2021-12-30,2022-06-23T10:32:49,0,1,2021-05-03,,hidden,FTTH 15,26000,MIH - Hlaing
12584,recurring,active,person,2021-12-30,2022-11-11T00:49:34,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12585,recurring,disabled,person,2021-12-30,2022-06-18T20:12:34,0,1,2021-07-01,2021-09-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
12586,recurring,active,person,2021-12-30,2022-11-11T00:49:37,26000,1,2021-07-01,2022-05-09,disabled,FTTH 15,26000,PYAY-CITY-FTTH
12587,recurring,active,person,2021-12-30,2022-11-11T00:45:55,42000,1,2021-08-01,2022-02-28,hidden,FTTH 15,26000,APN - Golden City
12588,recurring,blocked,person,2021-12-30,2022-11-11T00:49:57,26000,1,2021-08-01,,active,FTTH 20,26000,PYAY-CITY-FTTH
12590,recurring,active,person,2021-12-30,2022-11-11T00:49:58,22285.7142,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
12591,recurring,active,person,2021-12-30,2022-09-30T08:15:56,22285.7142,1,2021-11-13,2022-01-31,hidden,FTTH 15,26000,APN - Golden City
12592,recurring,active,person,2022-01-01,2022-11-11T00:42:21,26000,1,2021-07-01,2021-11-30,disabled,FTTH 20,26000,APN - Dagonseikkan
12593,recurring,disabled,person,2021-12-30,,0,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
12594,recurring,active,person,2021-12-30,2022-11-11T00:45:57,42000,1,2021-07-01,2021-12-10,disabled,FTTH 20,26000,APN - Skysuites
12595,recurring,active,person,2021-12-30,2022-11-11T00:42:15,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Hlaing
12596,recurring,active,person,2021-12-30,2022-11-11T00:42:20,22285.7142,1,2021-08-01,,active,FTTH 15,26000,Uni - Kamayut
12597,recurring,blocked,person,2021-12-30,2022-11-11T00:49:01,26000,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Chan Aye Thar San
12598,recurring,active,person,2021-12-30,2022-11-11T00:42:17,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Kyimyintdaing
12601,recurring,disabled,person,2021-12-30,,0,1,2021-05-03,,hidden,FTTH 15,26000,Uni - Thingangyun
12603,recurring,disabled,person,2021-12-31,2022-10-22T12:39:17,0,1,2021-08-11,2021-11-30,disabled,FTTH 15,26000,MDY - APN - Chan Aye Thar San
12604,recurring,active,person,2021-12-31,2022-11-10T17:34:46,20800,1,2021-07-01,,active,FTTH 15,26000,MDY - APN - Chan Aye Thar San
12605,recurring,disabled,person,2021-12-31,2022-07-30T16:45:27,0,1,2021-07-01,2021-11-02,hidden,FTTH 20,26000,MIH - South Oakkala
12606,recurring,blocked,person,2021-12-31,2022-10-31T14:22:22,0,1,2021-07-01,2021-08-31,hidden,FTTH 15,26000,MDY - APN - Chan Aye Thar San
12607,recurring,disabled,person,2022-01-12,,0,1,2021-07-01,2021-10-31,disabled,FTTH 15,26000,MIH - Shine Esperado
12608,recurring,active,person,2021-12-31,2022-11-10T15:27:29,26000,1,2021-05-03,,hidden,FTTH 20,26000,MDY - APN - Aung Myay Thar San
